date,pm25,pm10,o3,no2,so2,co,psi
10/12/2020, 56, 27, 23, , 2, 4, 
11/12/2020, 46, 28, 17, , 2, 7, 
12/12/2020, 51, 25, 26, , 2, 8, 
13/12/2020, 42, 27, 13, , 2, 4, 
14/12/2020, 41, 24, 13, , 2, 4, 
15/12/2020, 42, 27, 6, , 2, 6, 
16/12/2020, 50, 28, 11, , 2, 7, 
17/12/2020, 50, 25, 6, , 3, 7, 
18/12/2020, 42, 23, 14, , 2, 7, 
19/12/2020, 42, 24, 16, , 2, 8, 
20/12/2020, 44, 26, 20, , 1, 7, 
21/12/2020, 52, 29, 24, , 2, 7, 
22/12/2020, 63, 32, 29, , 2, 8, 
23/12/2020, 64, 33, 17, , 2, 8, 
24/12/2020, 55, 33, 35, , 3, 8, 
25/12/2020, 58, 28, 21, , 2, 7, 
26/12/2020, 41, 26, 21, , 2, 7, 
27/12/2020, 44, 29, 16, , 2, 6, 
28/12/2020, 57, 30, 13, , 2, 5, 
29/12/2020, 56, 30, 16, , 2, 5, 
30/12/2020, 52, 29, 18, , 2, 6, 
31/12/2020, 58, 26, 20, , 3, 7, 
01/01/2021, 34, 21, 13, , 3, 7, 
02/01/2021, 22, 20, 8, , , 6, 
03/01/2021, 36, 22, 8, , 2, 7, 
04/01/2021, 39, 23, 14, , 1, 6, 
05/01/2021, 36, 23, 10, , 1, 3, 
06/01/2021, 38, 23, 7, , 1, 3, 
07/01/2021, 36, 24, 9, , 2, 4, 
08/01/2021, 53, 26, 13, , 2, 4, 
09/01/2021, 53, 22, 15, , 2, 5, 
10/01/2021, 23, 21, 18, , 2, 5, 
11/01/2021, 51, 24, 20, , 2, 5, 
12/01/2021, 47, 25, 19, , 2, 5, 
13/01/2021, 59, 27, 23, , 2, 7, 
14/01/2021, 62, 32, 27, , 2, 6, 
15/01/2021, 73, 30, 21, , 2, 4, 
16/01/2021, 63, 28, 19, , 2, 4, 
17/01/2021, 60, 29, 24, , 2, 5, 
18/01/2021, 59, 39, 22, , 2, 5, 
19/01/2021, 57, 35, 25, , 2, 5, 
20/01/2021, 53, 31, 32, , 2, 6, 
21/01/2021, 62, 28, 21, , 2, 6, 
22/01/2021, 42, 27, 18, , 2, 5, 
23/01/2021, 44, 18, 22, , 2, 5, 
24/01/2021, 25, 21, 18, , 2, , 
25/01/2021, 29, 23, 18, , 2, 4, 
26/01/2021, 37, 23, 14, , 2, 4, 
27/01/2021, 35, 26, 9, , 2, 4, 
28/01/2021, 43, 37, 14, , 2, 4, 
29/01/2021, 46, 38, 21, , 2, 5, 
30/01/2021, 53, 40, 22, , 2, 5, 
31/01/2021, 52, 40, 21, , 2, 5, 
01/02/2021, 52, 41, 19, , 2, 5, 
02/02/2021, 49, 38, 23, , 2, , 
03/02/2021, 50, 40, 21, , 2, 4, 
04/02/2021, 48, 36, 15, , 3, 4, 
05/02/2021, 45, 39, 20, , 3, 5, 
06/02/2021, 49, 39, 17, , 3, 5, 
07/02/2021, 47, 35, 14, , 3, 5, 
08/02/2021, 45, 36, 17, , 3, 5, 
09/02/2021, 52, 39, 15, , 3, 4, 
10/02/2021, 48, 38, 17, , 3, 3, 
11/02/2021, 43, 35, 20, , 3, 3, 
12/02/2021, 46, 40, 24, , 3, 5, 
13/02/2021, 53, 44, 27, , 3, 5, 
14/02/2021, 54, 43, 30, , 3, 5, 
15/02/2021, 62, 45, 35, , 3, 5, 
16/02/2021, 66, 42, 31, , 3, 4, 
17/02/2021, 57, 37, 25, , 3, 3, 
18/02/2021, 42, 38, 21, , 3, 3, 
19/02/2021, 50, 44, 19, , 3, 4, 
20/02/2021, 54, 45, 24, , 3, , 
21/02/2021, 57, 44, 25, , 3, 4, 
22/02/2021, 55, 38, 26, , 3, 4, 
23/02/2021, 52, 38, 33, , 3, 4, 
24/02/2021, 63, 45, 32, , 4, 4, 
25/02/2021, 71, 47, 37, , 5, 5, 
26/02/2021, 68, 46, 27, , 9, 5, 
27/02/2021, 70, 43, 33, , 9, 5, 
28/02/2021, 63, 38, 28, , 4, 5, 
01/03/2021, 58, 48, 26, , 3, 5, 
02/03/2021, 65, 34, 20, , 3, 4, 
03/03/2021, 44, 30, 15, , 2, 4, 
04/03/2021, 45, 30, 15, , 1, , 
05/03/2021, 46, 31, 14, , 1, 4, 
06/03/2021, 45, 34, 12, , 1, 4, 
07/03/2021, 40, 29, 25, , 2, 5, 
08/03/2021, 42, 33, 21, , 1, , 
09/03/2021, 53, 37, 23, , 1, 6, 
10/03/2021, 56, 37, 20, , 1, 5, 
11/03/2021, 49, 30, 12, , 1, 5, 
12/03/2021, 39, 28, 14, , 1, 5, 
13/03/2021, 45, 31, 15, , 1, 5, 
14/03/2021, 45, 33, 16, , 1, 5, 
15/03/2021, 47, 36, 15, , 1, 5, 
16/03/2021, 45, 33, 18, , 1, 5, 
17/03/2021, 52, 34, 19, , 2, 6, 
18/03/2021, 48, 36, 21, , 2, 6, 
19/03/2021, 54, 34, 20, , 2, 5, 
20/03/2021, 50, 36, 20, , 2, 6, 
21/03/2021, 51, 28, 17, , 1, 5, 
22/03/2021, 39, 27, 10, , 2, 5, 
23/03/2021, 40, 27, 6, , 2, 6, 
24/03/2021, 33, 26, 8, , 1, 6, 
25/03/2021, 35, 28, 17, , 1, 5, 
26/03/2021, 34, 27, 11, , 2, 5, 
27/03/2021, 38, 32, 45, , 7, 7, 
28/03/2021, 54, 29, 22, , 4, 6, 
29/03/2021, 40, 28, 25, , 4, 7, 
30/03/2021, 52, 33, 14, , 8, 5, 
31/03/2021, 38, 30, 18, , 5, 3, 
01/04/2021, 32, 31, 34, , 2, 4, 
02/04/2021, 55, 35, 36, , 2, 5, 
03/04/2021, 53, 33, 30, , 2, 4, 
04/04/2021, 43, 34, 15, , 2, 5, 
05/04/2021, 52, 30, 17, , 1, 5, 
06/04/2021, 46, 30, 21, , 2, 4, 
07/04/2021, 40, 32, 39, , 3, 5, 
08/04/2021, 43, 35, 18, , 3, 5, 
09/04/2021, 54, 40, 22, , 2, 5, 
10/04/2021, 60, 40, 25, , 1, 5, 
11/04/2021, 64, 38, 24, , 1, 5, 
12/04/2021, 55, 36, 21, , 1, 5, 
13/04/2021, 55, 34, 29, , 1, 5, 
14/04/2021, 48, 30, 22, , 3, 6, 
15/04/2021, 53, 31, 13, , 2, 7, 
16/04/2021, 62, 33, 15, , 2, 6, 
17/04/2021, 51, 26, 38, , 9, 7, 
18/04/2021, 61, 32, 24, , 8, 5, 
19/04/2021, 52, 41, 36, , 8, 6, 
20/04/2021, 64, 31, 20, , 5, 5, 
21/04/2021, 41, 31, 12, , 2, 5, 
22/04/2021, 49, 22, 13, , 10, 4, 
23/04/2021, 31, 21, 8, , 13, 5, 
24/04/2021, 37, 23, 20, , 4, 5, 
25/04/2021, 47, 26, 14, , 2, 5, 
26/04/2021, 46, 28, 16, , 2, 6, 
27/04/2021, 54, 32, 22, , 3, 6, 
28/04/2021, 58, 29, 13, , 2, 4, 
29/04/2021, 46, 31, 21, , 2, 6, 
30/04/2021, 57, 35, 19, , 2, 7, 
01/05/2021, 50, 26, 25, , 2, 5, 
02/05/2021, 31, 24, 17, , 2, , 
03/05/2021, 32, 27, 19, , 1, 6, 
04/05/2021, 45, 25, 24, , 1, 6, 
05/05/2021, 42, 28, 15, , 1, 6, 
06/05/2021, 51, 35, 18, , 1, 7, 
07/05/2021, 60, 29, 29, , 1, 6, 
08/05/2021, 45, 30, 31, , 1, 6, 
09/05/2021, 48, 31, 20, , 1, 5, 
10/05/2021, 38, 29, 14, , 1, 4, 
11/05/2021, 35, 29, 17, , 2, 4, 
12/05/2021, 49, 34, 14, , 2, 5, 
13/05/2021, 56, 25, 7, , 1, 4, 
14/05/2021, 38, 25, 12, , 2, 4, 
15/05/2021, 35, 25, 18, , 4, 4, 
16/05/2021, 32, 24, 7, , 2, 4, 
17/05/2021, 37, 26, 10, , 2, 4, 
18/05/2021, 35, 27, 7, , 3, 4, 
19/05/2021, 38, 31, 15, , 3, 5, 
20/05/2021, 48, 34, 12, , 1, 4, 
21/05/2021, 41, 36, 9, , 2, 5, 
22/05/2021, 43, 35, 14, , 2, 4, 
23/05/2021, 44, 34, 15, , 1, 4, 
24/05/2021, 40, 29, 15, , 1, , 
25/05/2021, 41, 27, 13, , 2, , 
26/05/2021, 36, 20, 9, , 1, 5, 
27/05/2021, 44, 40, 21, , 1, 5, 
28/05/2021, 56, 34, 11, , 3, 4, 
29/05/2021, 38, 19, 16, , 3, 4, 
30/05/2021, 38, 18, 8, , 2, 4, 
31/05/2021, 40, 26, 13, , 2, 4, 
01/06/2021, 42, 32, 11, , 3, 4, 
02/06/2021, 41, 26, 14, , 3, 4, 
03/06/2021, 40, 19, 11, , 3, 3, 
04/06/2021, 42, 26, 16, , 2, 4, 
05/06/2021, 55, 31, 22, , 3, 4, 
06/06/2021, 60, 29, 17, , 4, 3, 
07/06/2021, 51, 30, 18, , 4, 3, 
08/06/2021, 62, 30, 13, , 4, 4, 
09/06/2021, 58, 41, 18, , 4, 5, 
10/06/2021, 70, 39, 20, , 7, 5, 
11/06/2021, 57, 30, 19, , 4, 4, 
12/06/2021, 54, 24, 12, , 2, 4, 
13/06/2021, 34, 19, 15, , 2, 4, 
14/06/2021, 22, 26, 14, , 3, 6, 
15/06/2021, 34, 28, 20, , 4, 5, 
16/06/2021, 46, 23, 18, , 7, 4, 
17/06/2021, 46, 21, 9, , 3, 4, 
18/06/2021, 38, 19, 16, , 4, 4, 
19/06/2021, 42, 25, 18, , 3, 4, 
20/06/2021, 49, 25, 19, , 8, 3, 
21/06/2021, 61, 35, 19, , 6, 3, 
22/06/2021, 62, 29, 16, , 5, 3, 
23/06/2021, 46, 22, 22, , 7, 4, 
24/06/2021, 47, 23, 18, , 4, 4, 
25/06/2021, 54, 28, 15, , 5, 5, 
26/06/2021, 57, 23, 12, , 7, 4, 
27/06/2021, 45, 18, 12, , 2, 5, 
28/06/2021, 36, 17, 11, , 4, 4, 
29/06/2021, 38, 21, 11, , 6, 4, 
30/06/2021, 35, 18, 12, , 1, 4, 
01/07/2021, 32, 19, 11, , 1, 4, 
02/07/2021, 24, 25, 9, , 1, 4, 
03/07/2021, 26, 24, 7, , 2, 5, 
04/07/2021, 27, 24, 11, , 2, 5, 
05/07/2021, 34, 29, 15, , 1, 5, 
06/07/2021, 50, 45, 19, , 3, 6, 
07/07/2021, 62, 43, 20, , 2, 5, 
08/07/2021, 50, 34, 15, , 2, 5, 
09/07/2021, 42, 29, 8, , 1, 5, 
10/07/2021, 38, 19, 11, , 1, 5, 
11/07/2021, 32, 17, 14, , 1, 5, 
12/07/2021, 28, 20, 6, , 3, 5, 
13/07/2021, 31, 26, 12, , 4, 5, 
14/07/2021, 40, 37, 18, , 2, 5, 
15/07/2021, 49, 36, 21, , 3, 5, 
16/07/2021, 48, 36, 20, , 2, 5, 
17/07/2021, 46, 40, 20, , 1, 5, 
18/07/2021, 51, 35, 10, , 2, 4, 
19/07/2021, 42, 34, 19, , 4, 5, 
20/07/2021, 46, 34, 16, , 3, 5, 
21/07/2021, 45, 33, 16, , 2, 4, 
22/07/2021, 44, 35, 14, , 2, 4, 
23/07/2021, 47, 34, 17, , 7, 3, 
24/07/2021, 40, 28, 17, , 2, 4, 
25/07/2021, 40, 33, 10, , 2, 3, 
26/07/2021, 44, 35, 11, , 2, 3, 
27/07/2021, 48, 37, 10, , 2, 3, 
28/07/2021, 45, 37, 13, , 2, 3, 
29/07/2021, 55, 41, 12, , 2, 3, 
30/07/2021, 52, 39, 8, , 3, 3, 
31/07/2021, 48, 34, 3, , 5, 3, 
01/08/2021, 39, 25, 10, , 6, 3, 
02/08/2021, 38, 31, 14, , 3, 3, 
03/08/2021, 44, 31, 6, , 4, 2, 
04/08/2021, 34, 28, 10, , 4, 3, 
05/08/2021, 39, 31, 9, , 2, 2, 
06/08/2021, 41, 34, 8, , 2, 2, 
07/08/2021, 41, 32, 7, , 2, 3, 
08/08/2021, 42, 30, 14, , 5, 3, 
09/08/2021, 39, 28, 8, , 5, 2, 
10/08/2021, 33, 28, 7, , 2, 2, 
11/08/2021, 36, 31, 8, , 2, 2, 
12/08/2021, 41, 33, 7, , 3, 2, 
13/08/2021, 39, 26, 9, , 3, 2, 
14/08/2021, 34, 27, 10, , 3, 3, 
15/08/2021, 28, 22, 11, , 2, 2, 
16/08/2021, 25, 26, 7, , 4, 3, 
17/08/2021, 36, 27, 5, , 6, 2, 
18/08/2021, 33, 25, 12, , 6, 2, 
19/08/2021, 27, 26, 6, , 8, 3, 
20/08/2021, 37, 22, 11, , 5, 3, 
21/08/2021, 33, 16, 9, , 2, 1, 
22/08/2021, 31, 18, 10, , 4, 2, 
23/08/2021, 41, 20, 2, , 3, 2, 
24/08/2021, 32, 20, 7, , 2, 5, 
25/08/2021, 31, 28, 12, , 1, 5, 
26/08/2021, 43, 33, 9, , 2, 6, 
27/08/2021, 42, 27, 13, , 1, 4, 
28/08/2021, 40, 24, 9, , 1, 4, 
29/08/2021, 40, 22, 3, , 1, 5, 
30/08/2021, 32, 19, 9, , 1, 5, 
31/08/2021, 30, 24, 12, , 4, 5, 
01/09/2021, 37, 29, 4, , 4, 5, 
02/09/2021, 21, 23, 12, , 2, 5, 
03/09/2021, 28, 21, 16, , 2, 5, 
04/09/2021, 35, 25, 16, , 2, 5, 
05/09/2021, 26, 28, 11, , 2, 5, 
06/09/2021, 35, 34, 9, , 4, 6, 
07/09/2021, 39, 31, 9, , 6, 5, 
08/09/2021, 29, 26, 13, , 2, 5, 
09/09/2021, 32, 30, 9, , 3, 5, 
10/09/2021, 29, 27, 16, , 2, 6, 
11/09/2021, 43, 33, 9, , 1, 5, 
12/09/2021, 32, 28, 5, , 4, 5, 
13/09/2021, 33, 29, 13, , 4, 5, 
14/09/2021, 40, 31, 13, , 3, 4, 
15/09/2021, 31, 24, 11, , 2, 4, 
16/09/2021, 23, 23, 11, , 1, 4, 
17/09/2021, 21, 23, 10, , 1, 4, 
18/09/2021, 24, 23, 5, , 2, 4, 
19/09/2021, 24, 28, 12, , 2, 4, 
20/09/2021, 36, 33, 13, , 2, 4, 
21/09/2021, 41, 34, 15, , 2, 5, 
22/09/2021, 34, 31, 11, , 3, 5, 
23/09/2021, 27, 26, 12, , 2, 5, 
24/09/2021, 30, 29, 13, , 2, 6, 
25/09/2021, 35, 34, 15, , 1, 5, 
26/09/2021, 36, 27, 8, , 1, 6, 
27/09/2021, 29, 31, 14, , 1, 6, 
28/09/2021, 31, 32, 18, , 2, 6, 
29/09/2021, 38, 27, 7, , 3, 4, 
30/09/2021, 26, 29, 8, , 1, 3, 
01/10/2021, 32, 29, 16, , 1, 5, 
02/10/2021, 29, 34, 35, , 1, 6, 
03/10/2021, 41, 34, 14, , 1, 5, 
04/10/2021, 36, 34, 6, , 2, 6, 
05/10/2021, 41, 36, 12, , 3, 5, 
06/10/2021, 33, 33, 13, , 2, 5, 
07/10/2021, 31, 32, 12, , 2, 6, 
08/10/2021, 33, 31, 10, , 2, , 
09/10/2021, 33, 34, 12, , , 6, 
10/10/2021, 47, 27, 9, , , 5, 
11/10/2021, 26, 27, 13, , , 5, 
12/10/2021, 43, 38, 15, , , 4, 
13/10/2021, 45, 36, 13, , , 3, 
14/10/2021, 44, 36, 12, , , , 
15/10/2021, 51, 38, 13, , , , 
16/10/2021, 44, 37, 13, , , 3, 
17/10/2021, 46, 33, 16, , , 4, 
18/10/2021, 44, 36, 17, , 1, 4, 
19/10/2021, 39, 27, 9, , 1, 5, 
20/10/2021, 24, 24, 6, , 3, 4, 
21/10/2021, 25, 33, 12, , 2, 5, 
22/10/2021, 38, 37, 11, , 2, 5, 
23/10/2021, 46, 45, 28, , 2, 6, 
24/10/2021, 55, 39, 13, , 2, 5, 
25/10/2021, 45, 38, 20, , 2, 5, 
26/10/2021, 46, 31, 8, , , 4, 
27/10/2021, 29, 26, 5, , 3, 5, 
28/10/2021, 25, 25, 11, , 2, 4, 
29/10/2021, 23, 24, 10, , 1, 5, 
30/10/2021, 23, 27, 12, , 1, 5, 
31/10/2021, 33, 28, 10, , 1, 6, 
01/11/2021, 32, 28, 12, , 1, 5, 
02/11/2021, 26, 24, 20, , 1, 3, 
03/11/2021, 24, 28, 27, , 1, 3, 
04/11/2021, 32, 28, 14, , 1, 3, 
05/11/2021, 31, 31, 19, , 1, 3, 
06/11/2021, 39, 36, 27, , 1, 3, 
07/11/2021, 46, 34, 7, , 1, 3, 
08/11/2021, 38, 34, 9, , 1, 3, 
09/11/2021, 41, 25, 4, , 1, 2, 
10/11/2021, 31, 21, 10, , 1, 2, 
11/11/2021, 21, 28, 10, , 1, 2, 
12/11/2021, 29, 27, 8, , 2, 2, 
13/11/2021, 23, 26, 15, , 2, 2, 
14/11/2021, 30, 32, 13, , 2, 2, 
15/11/2021, 39, 31, 16, , 1, 2, 
16/11/2021, 28, 29, 16, , 1, 2, 
17/11/2021, 37, 34, 12, , 1, 2, 
18/11/2021, 35, 32, 16, , 1, 2, 
19/11/2021, 31, 32, 14, , 1, 2, 
20/11/2021, 31, 33, 11, , 1, 3, 
21/11/2021, 41, 32, 7, , 1, 2, 
22/11/2021, 30, 37, 4, , 1, 3, 
23/11/2021, 41, 34, 2, , 2, 4, 
24/11/2021, 35, 34, 6, , 2, 5, 
25/11/2021, 37, 30, 5, , 1, 4, 
26/11/2021, 31, 28, 2, , 1, 4, 
27/11/2021, 24, 28, 2, , 1, 4, 
28/11/2021, 28, 29, 4, , 1, 3, 
29/11/2021, 27, 30, 11, , 1, 4, 
30/11/2021, 32, 28, 12, , 1, 4, 
01/12/2021, 29, 28, 14, , 1, 5, 
02/12/2021, 29, 29, 14, , 1, 4, 
03/12/2021, 26, 29, 16, , 1, 3, 
04/12/2021, 39, 37, 19, , 1, 3, 
05/12/2021, 35, 33, 20, , 1, 3, 
06/12/2021, 34, 33, 20, , 1, 2, 
07/12/2021, 33, 38, 18, , 2, 2, 
08/12/2021, 38, 42, 21, , 2, 3, 
09/12/2021, 37, 34, 17, , 2, 3, 
10/12/2021, 32, 29, 10, , 2, 3, 
11/12/2021, 32, 35, 13, , 1, 3, 
12/12/2021, 30, 33, 14, , 1, 3, 
13/12/2021, 34, 38, 14, , 1, 4, 
14/12/2021, 40, 33, 13, , 1, 3, 
15/12/2021, 38, 32, 15, , 1, 3, 
16/12/2021, 35, 27, 12, , 1, 3, 
17/12/2021, 27, 27, 12, , 1, 3, 
18/12/2021, 29, 24, 14, , 1, 2, 
19/12/2021, 20, 24, 18, , 1, 3, 
20/12/2021, 28, 34, 32, , 1, 3, 
21/12/2021, 36, 35, 20, , 1, 3, 
22/12/2021, 42, 33, 11, , 1, 3, 
23/12/2021, 55, 33, 10, , 1, 3, 
24/12/2021, 49, 31, 12, , 1, 2, 
25/12/2021, 44, 33, 14, , 1, 2, 
26/12/2021, 48, 36, 15, , 1, 2, 
27/12/2021, 51, 34, 13, , 1, 2, 
28/12/2021, 36, 31, 9, , 1, 3, 
29/12/2021, 34, 30, 9, , 1, 3, 
30/12/2021, 36, 26, 6, , 2, 3, 
31/12/2021, 27, 20, 8, , 2, 3, 
01/01/2022, 24, 18, 9, , 2, 2, 
02/01/2022, 26, 18, 6, , 2, 3, 
03/01/2022, 31, 21, 9, , 1, 4, 
04/01/2022, 24, 25, 11, , 1, 3, 
05/01/2022, 32, 28, 11, , 1, 4, 
06/01/2022, 25, 27, 10, , 1, 4, 
07/01/2022, 36, 27, 9, , 1, 4, 
08/01/2022, 31, 33, 10, , 1, 4, 
09/01/2022, 41, 33, 12, , 1, 4, 
10/01/2022, 33, 32, 11, , 1, 4, 
11/01/2022, 40, 35, 11, , 1, 4, 
12/01/2022, 37, 38, 14, , 1, 4, 
13/01/2022, 35, 39, 15, , 1, 4, 
14/01/2022, 39, 39, 15, , 1, 4, 
15/01/2022, 40, 39, 13, , 1, 5, 
16/01/2022, 42, 37, 10, , 1, 4, 
17/01/2022, 51, 39, 12, , 1, 4, 
18/01/2022, 43, 37, 10, , 1, 4, 
19/01/2022, 42, 36, 12, , 1, 4, 
20/01/2022, 40, 37, 12, , 1, 4, 
21/01/2022, 35, 35, 13, , 1, 4, 
22/01/2022, 36, 35, 12, , 1, 4, 
23/01/2022, 38, 31, 15, , 2, 4, 
24/01/2022, 40, 33, 9, , 2, 3, 
25/01/2022, 32, 29, 10, , 2, 3, 
26/01/2022, 39, 33, 10, , 2, 3, 
27/01/2022, 49, 36, 15, , 2, 3, 
28/01/2022, 51, 39, 15, , 2, 4, 
29/01/2022, 44, 34, 16, , 2, 4, 
30/01/2022, 46, 36, 13, , 2, 4, 
31/01/2022, 38, 28, 11, , 1, 3, 
01/02/2022, 26, 27, 9, , 1, 3, 
02/02/2022, 28, 27, 9, , 1, 3, 
03/02/2022, 30, 33, 9, , 1, 3, 
04/02/2022, 39, 36, 7, , 1, 3, 
05/02/2022, 39, 31, 6, , 1, 4, 
06/02/2022, 32, 29, 5, , 1, 4, 
07/02/2022, 30, 24, 7, , 1, 4, 
08/02/2022, 24, 27, 6, , 1, 4, 
09/02/2022, 31, 24, 2, , 1, 4, 
10/02/2022, 31, 26, 5, , 1, 4, 
11/02/2022, 30, 26, 9, , 1, 4, 
12/02/2022, 33, 26, 8, , 1, 4, 
13/02/2022, 26, 26, 9, , 1, 3, 
14/02/2022, 32, 24, 7, , 1, 3, 
15/02/2022, 26, 25, 5, , 1, 3, 
16/02/2022, 38, 35, 16, , 6, 4, 
17/02/2022, 43, 29, 15, , 3, 4, 
18/02/2022, 28, 26, 11, , 1, 3, 
19/02/2022, 33, 33, 10, , 1, 3, 
20/02/2022, 40, 33, 13, , 1, 4, 
21/02/2022, 38, 30, 10, , 1, 4, 
22/02/2022, 32, 30, 8, , 1, 4, 
23/02/2022, 29, 23, 6, , 1, 4, 
24/02/2022, 23, 23, 8, , 2, 4, 
25/02/2022, 25, 23, 7, , 2, 5, 
26/02/2022, 25, 24, 7, , 1, 4, 
27/02/2022, 27, 34, 8, , 1, 4, 
28/02/2022, 42, 38, 8, , 1, 4, 
01/03/2022, 39, 32, 9, , 1, 4, 
02/03/2022, 31, 31, 7, , 1, 4, 
03/03/2022, 31, 28, 6, , 1, 4, 
04/03/2022, 31, 25, 9, , 2, 4, 
05/03/2022, 31, 26, 11, , 2, 5, 
06/03/2022, 31, 26, 6, , 3, 4, 
07/03/2022, 27, 25, 8, , 3, 4, 
08/03/2022, 28, 25, 10, , 3, 4, 
09/03/2022, 29, 29, 11, , 2, 4, 
10/03/2022, 35, 38, 22, , 2, 5, 
11/03/2022, 51, 47, 22, , 2, 6, 
12/03/2022, 61, 41, 15, , 3, 5, 
13/03/2022, 41, 31, 15, , 3, 5, 
14/03/2022, 33, 30, 10, , 2, 5, 
15/03/2022, 43, 33, 21, , 2, 7, 
16/03/2022, 49, 31, 13, , 3, 5, 
17/03/2022, 41, 29, 7, , 3, 5, 
18/03/2022, 37, 31, 19, , 6, 5, 
19/03/2022, 38, 33, 10, , 5, 5, 
20/03/2022, 34, 29, 10, , 11, 5, 
21/03/2022, 41, 29, 6, , 10, 5, 
22/03/2022, 31, 28, 10, , 3, 5, 
23/03/2022, 35, 32, 10, , 2, 6, 
24/03/2022, 45, 34, 12, , 2, 5, 
25/03/2022, 51, 31, 24, , 2, 5, 
26/03/2022, 45, 33, 19, , 3, 5, 
27/03/2022, 48, 35, 14, , 2, 5, 
28/03/2022, 46, 30, 12, , 2, 5, 
29/03/2022, 36, 28, 20, , 2, 5, 
30/03/2022, 47, 32, 7, , 4, 5, 
31/03/2022, 46, 34, 21, , 6, 5, 
01/04/2022, 55, 39, 16, , 7, 6, 
02/04/2022, 58, 42, 11, , 5, 7, 
03/04/2022, 59, 36, 18, , 4, 6, 
04/04/2022, 47, 34, 12, , 4, 5, 
05/04/2022, 37, 29, 14, , 1, 5, 
06/04/2022, 32, 27, 6, , 3, 5, 
07/04/2022, 32, 34, 17, , 3, 6, 
08/04/2022, 51, 29, 7, , 4, 5, 
09/04/2022, 32, 34, 11, , 4, 6, 
10/04/2022, 42, 31, 6, , 2, 6, 
11/04/2022, 39, 36, 17, , 3, 6, 
12/04/2022, 58, 37, 7, , 7, 5, 
13/04/2022, 45, 33, 10, , 6, 5, 
14/04/2022, 44, 31, 9, , 6, 5, 
15/04/2022, 40, 29, 11, , 7, 5, 
16/04/2022, 47, 29, 11, , 6, 5, 
17/04/2022, 47, 28, 12, , 2, 5, 
18/04/2022, 33, 35, 11, , 7, 6, 
19/04/2022, 49, 39, 8, , 3, 6, 
20/04/2022, 54, 40, 4, , 3, 6, 
21/04/2022, 45, 36, 11, , 2, 6, 
22/04/2022, 42, 28, 7, , 2, 5, 
23/04/2022, 38, 30, 6, , 3, 6, 
24/04/2022, 39, 27, 5, , 3, 5, 
25/04/2022, 34, 33, 9, , 4, 7, 
26/04/2022, 50, 38, 11, , 4, 6, 
27/04/2022, 46, 31, 9, , 3, 6, 
28/04/2022, 41, 36, 16, , 4, 7, 
29/04/2022, 48, 41, 21, , 6, 6, 
30/04/2022, 56, 34, 14, , 6, 5, 
01/05/2022, 49, 30, 6, , 5, 5, 
02/05/2022, 28, 23, 8, , 4, 4, 
03/05/2022, 26, 23, 6, , 5, 5, 
04/05/2022, 31, 24, 6, , 3, 4, 
05/05/2022, 25, 24, 6, , 2, 4, 
06/05/2022, 25, 24, 6, , 3, 4, 
07/05/2022, 34, 24, 7, , 3, 4, 
08/05/2022, 22, 23, 10, , 3, 3, 
09/05/2022, 19, 24, 9, , 3, 3, 
10/05/2022, 25, 27, 9, , 4, 4, 
11/05/2022, 39, 24, 11, , 6, 4, 
12/05/2022, 37, 23, 20, , 5, 4, 
13/05/2022, 52, 20, 17, , 4, 4, 
14/05/2022, 33, 16, 21, , 2, 3, 
15/05/2022, 33, 18, 8, , 2, 4, 
16/05/2022, 38, 16, 10, , 2, 4, 
17/05/2022, 29, 17, 10, , 2, 4, 
18/05/2022, 45, 18, 7, , 4, 4, 
19/05/2022, 46, 25, 10, , 6, 6, 
20/05/2022, 66, 30, 12, , 4, 5, 
21/05/2022, 63, 23, 12, , 2, 4, 
22/05/2022, 42, 22, 11, , 4, 4, 
23/05/2022, 49, 17, 11, , 2, 4, 
24/05/2022, 35, 16, 9, , 2, 3, 
25/05/2022, 31, 14, 11, , 4, 5, 
26/05/2022, 34, 21, 11, , 7, 4, 
27/05/2022, 42, 26, 11, , 6, 5, 
28/05/2022, 45, 20, 11, , 7, 4, 
29/05/2022, 33, 22, 22, , 6, 5, 
30/05/2022, 49, 28, 23, , 5, 5, 
31/05/2022, 57, 29, 13, , 9, 5, 
01/06/2022, 52, 25, 6, , 9, 5, 
02/06/2022, 46, 18, 5, , 4, 6, 
03/06/2022, 38, 23, 14, , 5, 5, 
04/06/2022, 34, 15, 7, , 4, 5, 
05/06/2022, 29, 14, 10, , 3, 5, 
06/06/2022, 32, 15, 4, , 2, 5, 
07/06/2022, 36, 20, 23, , 4, 6, 
08/06/2022, 48, 21, 10, , 4, 5, 
09/06/2022, 37, 19, 18, , 4, 5, 
10/06/2022, 50, 20, 11, , 8, 5, 
11/06/2022, 31, 13, 11, , 5, 4, 
12/06/2022, 28, 18, 17, , 5, 5, 
13/06/2022, 50, 22, 9, , 6, 5, 
14/06/2022, 35, 15, 7, , 4, 5, 
15/06/2022, 36, 20, 4, , 4, 6, 
16/06/2022, 46, 16, 10, , 5, 5, 
17/06/2022, 23, 13, 8, , 5, 6, 
18/06/2022, 34, 21, 12, , 6, 6, 
19/06/2022, 50, 15, 5, , 6, 5, 
20/06/2022, 33, 11, 4, , 4, 4, 
21/06/2022, 24, 11, 9, , 2, 4, 
22/06/2022, 21, 11, 6, , 2, 4, 
